area	subarea	path	ext	hit_lines	md_fenced_lines	md_inline_lines	what_it_is	origin	needed_change	class	class_basis	note
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/shared/quick-reference.md	md	7	7	0	documentation (7 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/shared/runtime-truth-contracts.md	md	2	1	1	documentation (1 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/README.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/README.md	md	2	2	0	documentation (2 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/rollback-candidate.cjs	cjs	2			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/scan-integration.cjs	cjs	6			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/score-candidate.cjs	cjs	2			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/tests/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/tests/benchmark-stability.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/tests/candidate-lineage.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/tests/rollback-candidate-containment.vitest.ts	ts	3			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/tests/score-candidate-cache.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/tests/score-candidate-security.vitest.ts	ts	2			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/agent-improvement/tests/trade-off-detector.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/check-agent-mirror-sync.cjs	cjs	7			constructs/matches `.opencode` as a contract (sentinel, gate, installer, hook)	authored	decide the contract (compat vs rename) then rewrite; gates self-disengage if missed	manual	rule:contract-or-ci	defines what .opencode means or scopes a gate on it; a blind rewrite changes behaviour or silences a check
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/lib/README.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/lib/mirror-sync-verify.cjs	cjs	2			constructs/matches `.opencode` as a contract (sentinel, gate, installer, hook)	authored	decide the contract (compat vs rename) then rewrite; gates self-disengage if missed	manual	rule:contract-or-ci	defines what .opencode means or scopes a gate on it; a blind rewrite changes behaviour or silences a check
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/lib/profile-resolve.cjs	cjs	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/MODES.md	md	6	6	0	documentation (6 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/README.md	md	3	3	0	documentation (3 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/dispatch-model.cjs	cjs	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/lib/README.md	md	3	3	0	documentation (3 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/scorer/README.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/scorer/cache/grader/5036729e69ce24c3ba32d9bf748e6152.out.md	md	1	0	1	cached run artifact (content-addressed)	generated history	none — frozen cache of a past run; cache invalidates on path change	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/scorer/cache/grader/8429f8a8a9d13c87e2176d57a49648c5.out.md	md	1	0	1	cached run artifact (content-addressed)	generated history	none — frozen cache of a past run; cache invalidates on path change	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/scorer/cache/grader/8f1323b05b3fd805dc519983d68b2e9d.out.md	md	1	0	1	cached run artifact (content-addressed)	generated history	none — frozen cache of a past run; cache invalidates on path change	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/scorer/cache/grader/c0470150d6f7383f350f17216a2fbb3a.out.md	md	1	0	1	cached run artifact (content-addressed)	generated history	none — frozen cache of a past run; cache invalidates on path change	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/scorer/cache/grader/cbbeff1caf82bd3a1e002bbd22377b43.out.md	md	1	0	1	cached run artifact (content-addressed)	generated history	none — frozen cache of a past run; cache invalidates on path change	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/scorer/deterministic/README.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/scorer/grader/README.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/bundle-gate-exec-gate.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/dispatch-envelope.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/grader-harness-hardening.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/optin-scorer.vitest.ts	ts	2			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/remediation.vitest.ts	ts	2			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/run-benchmark-hardening.vitest.ts	ts	2			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/scorer.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/sweep-acceptance.vitest.ts	ts	2			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/sweep-foundation.vitest.ts	ts	4			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/sweep-isolation.vitest.ts	ts	3			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/sweep-runtime.vitest.ts	ts	3			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/deep-improvement/scripts/model-benchmark/tests/sweep-stats-ci.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/scripts/shared/README.md	md	2	2	0	documentation (2 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
